id,type,question,options,answer,tip
322,single,"关于人民检察院决定拘留犯罪嫌疑人，以下做法正确的是（）。","A. 由县级以上公安机关凭人民检察院送达的决定拘留的法律文书签发《拘留证》并立即执行|B. 公安机关执行人民检察院决定拘留的犯罪嫌疑人时，应当自行办理，不得请人民检察院协助|C. 公安机关执行人民检察院决定拘留的犯罪嫌疑人后，没有通知人民检察院进行讯问的义务|D. 人民检察院决定拘留的犯罪嫌疑人，公安机关执行后有义务通知被拘留人的家属或者他的所在单位",A,"💡 记忆技巧：检察院决定拘留，公安执行并办证。"
323,single,"根据《刑事诉讼法》的规定，刑事拘留的羁押期限（包括人民检察院审查批准逮捕的时间）最长可以达到（）天。","A. 7|B. 15|C. 30|D. 37",D,"💡 记忆技巧：最长37天（30+7）。"
324,single,"依照我国《刑事诉讼法》的规定，对于（），任何公民都可以立即将其扭送公安机关、人民检察院或者人民法院处理。","A. 有流窜作案嫌疑的|B. 不讲真实姓名、住址，身份不明的|C. 在身边或者住处发现犯罪证据的|D. 正在实行犯罪或者在犯罪后即时被发觉的",D,"💡 记忆技巧：公民扭送对象：正在实行或刚被发觉的、通缉的、越狱的、在逃的。"
325,single,"对有证据证明有犯罪事实，可能（）以上刑罚的犯罪嫌疑人、被告人，采取取保候审、监视居住等方法，尚不足以防止发生社会危险性，而有逮捕必要的，应即依法逮捕。","A. 判处拘役|B. 剥夺政治权利|C. 判处徒刑|D. 判处管制、拘役",C,"💡 记忆技巧：逮捕条件之一：可能判处‘徒刑’以上刑罚。"
326,single,"我国《刑事诉讼法》规定，对有证据证明有犯罪事实，可能判处徒刑以上刑罚的犯罪嫌疑人、被告人，采取取保候审、监视居住等方法，尚不足以（），而有逮捕必要的，应即依法逮捕。","A. 震慑犯罪|B. 防止泄密|C. 严厉打击刑事犯罪|D. 防止发生社会危险性",D,"💡 记忆技巧：逮捕条件：‘不足以防止发生社会危险性’。"
327,single,"在公安机关案件侦查过程中，有权批准逮捕的机关是（）。","A. 公安机关|B. 人民法院|C. 检察机关|D. 国家安全机关",C,"💡 记忆技巧：批准逮捕权归‘检察院’。公安执行。"
328,single,"公安机关对被刑事拘留的人，认为需要逮捕的，一般应当在刑事拘留后的（）内，提请人民检察院审查批捕。","A. 3日|B. 4日|C. 5日|D. 7日",A,"💡 记忆技巧：一般情况‘3日’内提请。"
329,single,"对公安机关提请批准逮捕的犯罪嫌疑人，已被刑事拘留的，人民检察院应当在接到《提请批准逮捕书》后的（）以内，作出是否批准逮捕的决定。","A. 3日|B. 5日|C. 7日|D. 15日",C,"💡 记忆技巧：检察院7日内作出决定。"
330,single,"逮捕后，除有碍侦查或者无法通知的情形以外，应当把逮捕的原因和羁押的处所，在（）以内通知被逮捕人的家属或者他的所在单位。","A. 12小时|B. 24小时|C. 48小时|D. 3日",B,"💡 记忆技巧：逮捕后24小时内通知家属。"
331,single,"对于逮捕犯罪嫌疑人的条件，表述错误的是（）。","A. 有证据证明有犯罪事实|B. 可能判处徒刑以上刑罚|C. 可能判处拘役以上刑罚|D. 采取取保候审、监视居住等方法，尚不足以防止发生社会危险性，而有逮捕必要的",C,"💡 记忆技巧：逮捕条件要求‘徒刑以上’，不是‘拘役以上’。"
332,single,"根据我国《刑事诉讼法》和有关规定，逮捕应符合“有证据证明有犯罪事实”的法定证据条件。这一法定证据条件的完整、准确含义是指（）。","A. 有证据证明发生了犯罪事实并有证据证明犯罪事实系该犯罪嫌疑人实施|B. 证明犯罪嫌疑人实施犯罪行为的证据已有查证属实|C. 上述A、B两项条件至少应具备其中的一项|D. 上述A、B两项条件应同时具备",D,"💡 记忆技巧：‘有证据证明犯罪事实’= 有事实+系嫌疑人所为+证据查证属实，三个条件同时具备。"
333,single,"下列不属于逮捕条件中的“有证据证明有犯罪事实”所要求具备的情形的是（）。","A. 有证据证明发生了犯罪事实|B. 有证据证明犯罪事实是犯罪嫌疑人实施的|C. 证明犯罪嫌疑人实施犯罪行为的证据已有查证属实的|D. 证明发生了犯罪事实的证据必须确实、充分",D,"💡 记忆技巧：逮捕阶段的证据标准不要求‘确实、充分’（那是定罪标准），只要求‘有证据’。"
334,single,"下列关于逮捕条件的表述，正确的是（）。","A. 必须同时具备有证据证明有犯罪事实、可能判处有期徒刑以上刑罚、采取取保候审、监视居住等方法，尚不足以防止发生社会危险性，而有逮捕必要的条件|B. 必须同时具备有证据证明有犯罪事实、可能判处刑罚以上、采取取保候审、监视居住等方法，尚不足以防止发生社会危险性，而有逮捕必要的等条件|C. 必须同时具备有证据证明有犯罪事实、可能判处有期徒刑以上刑罚，且两次以上违反取保候审、监视居住规定，而有逮捕必要的条件|D. 必须同时具备有证据证明有犯罪事实、应当判处徒刑以上刑罚、采取取保候审、监视居住等方法，尚不足以防止发生社会危险性，而有逮捕必要的条件",A,"💡 记忆技巧：逮捕三条件：证据要件+刑罚要件（徒刑以上）+社会危险性要件。"
335,single,"公安机关将犯罪嫌疑人逮捕后，经过侦查，发现不应对其追究刑事责任的，应当（）。","A. 变更强制措施|B. 立即释放，并通知原批准逮捕的人民检察院|C. 将案情通报人民检察院并建议对其不起诉|D. 继续羁押至逮捕期限届满再予以释放",B,"💡 记忆技巧：发现不应追责，立即释放并通知检察院。"
336,single,"下列关于认定为多次作案的说法正确的是（）。","A. 认定多次作案应考虑到作案时间的跨度|B. 一般情况下，3年内3次以上作案构成多次作案|C. 对于多次作案，必须是每次作案都要单独构成犯罪|D. 对于多次作案，每次作案的案件性质要相同",A,"💡 记忆技巧：‘多次作案’指2年内3次以上，但需结合时间跨度判断。B错在‘3年内’，应是2年内。"
337,single,"公安机关依法对政协委员执行拘留、逮捕前，应当向该委员所属的政协组织通报情况；（），可在执行的同时或者执行以后及时通报。","A. 案情重大的|B. 情况紧急的|C. 涉及国家秘密的|D. 涉及个人隐私的",B,"💡 记忆技巧：政协委员：一般提前通报；情况紧急可执行后通报。"
338,single,"公安机关在依法执行拘留或者逮捕中，发现执行对象为乡、民族乡、镇的人民代表大会代表时，应当（）。","A. 暂缓执行|B. 报请县级以上人大常委会批准后执行|C. 在执行后立即报告其所属的人民代表大会|D. 报请其所属的人民代表大会主席团许可",C,"💡 记忆技巧：乡镇人大代表：执行后立即报告。县级以上代表：执行前许可。"
339,single,"公安机关无权决定采用的刑事强制措施是（）。","A. 拘留|B. 逮捕|C. 监视居住|D. 取保候审",B,"💡 记忆技巧：公安能决定拘留、取保、监视居住；逮捕需检察院批准。"
340,single,"公安机关认为需要逮捕犯罪嫌疑人时，（）。","A. 应当对犯罪嫌疑人先行拘留|B. 应当报经县级以上公安机关负责人批准决定|C. 应当制作《提请批准逮捕书》，连同案件证据材料一并移送同级人民检察院审查|D. 报同级人民法院决定",C,"💡 记忆技巧：提请逮捕：制作《提请批准逮捕书》+证据材料，移送同级检察院。"
341,single,"对于人民检察院决定不批准逮捕的，公安机关在收到《不批准逮捕决定书》后，如果犯罪嫌疑人已被拘留，应当立即释放，发给《释放证明书》，并将执行回执在（）日内送达作出不批准逮捕决定的人民检察院。","A. 1|B. 3|C. 5|D. 7",B,"💡 记忆技巧：不批捕后，执行回执3日内送达检察院。"
342,single,"取保候审、监视居住变更为拘留、逮捕的，在变更的同时，原强制措施（）。","A. 需要立即解除|B. 可以补办手续解除|C. 自动解除，不需再办理解除法律手续|D. 经请示县级以上公安机关负责人批准，可以不办理解除法律手续",C,"💡 记忆技巧：变更强制措施，原措施自动解除。"
343,single,"对于被拘留、逮捕的犯罪嫌疑人、被告人应当立即送（）羁押。","A. 办案单位|B. 拘留所|C. 看守所|D. 监狱",C,"💡 记忆技巧：刑拘、逮捕后送‘看守所’羁押。"
344,single,"公安机关发现对犯罪嫌疑人的逮捕不当时，应当（）。","A. 及时释放被逮捕的人或者变更强制措施，并应通知原批准的人民检察院|B. 及时撤销或变更逮捕措施，但须经原批准的人民检察院批准|C. 及时撤销或变更逮捕措施，且无需通知原批准的人民检察院|D. 及时提请原批准的人民检察院批准撤销或变更逮捕措施",A,"💡 记忆技巧：公安发现逮捕不当，可释放/变更，但需通知原批准检察院。"
345,single,"某自诉案件，人民法院在受理案件以后，认为有必要逮捕被告人。于是，作出了逮捕被告人的决定，那么应当由（）来执行逮捕。","A. 公安机关|B. 国家安全机关|C. 人民检察院|D. 人民法院",A,"💡 记忆技巧：所有逮捕都由‘公安机关’执行。"
346,single,"公安机关认为人民检察院不批准逮捕的决定有错误，依法可以（）。","A. 请求人民法院审查人民检察院的决定|B. 请求上一级公安机关移送人民检察院审查|C. 提请上一级人民检察院复议|D. 向作出决定的人民检察院要求复议，意见不被接受时向上一级人民检察院提请复核",D,"💡 记忆技巧：公安对不批捕不服：先向原检察院复议（要求复议），仍不服向上一级检察院提请复核。"
347,single,"有权批准或决定逮捕的机关是（）。","A. 公安机关、审判机关|B. 检察机关、公安机关|C. 检察机关、审判机关|D. 安全机关",C,"💡 记忆技巧：批准决定逮捕的机关：检察院（批准）、法院（决定）。"
348,single,"公安机关逮捕犯罪嫌疑人，必须出示（）。","A. 《批准逮捕决定书》|B. 《逮捕证》|C. 逮捕人犯决定|D. 《搜查证》",B,"💡 记忆技巧：执行逮捕出示《逮捕证》。"
349,single,"监外执行的罪犯，在监外执行期间又犯新罪，应当追究刑事责任的，由（）公安机关立案侦查。","A. 犯罪地|B. 罪犯出生地|C. 罪犯居住地|D. 监外执行前的羁押地",A,"💡 记忆技巧：新罪由‘犯罪地’公安机关管辖。"
350,single,"公安机关对人民检察院不批准逮捕的决定，认为有错误需要复议的，应当在（）日内制作《要求复议意见书》报经县级以上公安机关负责人批准后，送交同级人民检察院复议。","A. 1|B. 3|C. 5|D. 7",C,"💡 记忆技巧：要求复议：5日内制作《要求复议意见书》。"
351,single,"对多次作案、结伙作案、流窜作案的重大嫌疑分子刑事拘留，提请审查批准逮捕的时间可以延长至（）。","A. 7日|B. 30日|C. 1个月|D. 2个月",B,"💡 记忆技巧：三类特殊（流、结、多）延长至30日。"
352,single,"关于保证金和保证人，以下说法正确的是（）。","A. 符合取保候审条件的犯罪嫌疑人既不交纳保证金，又无保证人担保的，应当监视居住|B. 符合取保候审条件的犯罪嫌疑人拒不交纳保证金，可以监视居住|C. 被判处缓刑的罪犯可以做取保候审的保证人|D. 保证人发现被取保候审人违反取保候审有关规定的，应当及时向决定机关报告",B,"💡 记忆技巧：无法提供保证人/保证金，可以监视居住。缓刑罪犯不能做保证人。"
353,single,"下列哪种做法不符合取保候审的有关规定？（）","A. 只要被取保候审人违反了有关规定，就应当对其保证人处以罚款|B. 取保候审的保证人应当填写《保证书》，并在《保证书》上签名或者盖章|C. 对“被保证人违反应当遵守的规定，保证人未及时报告的”的理解，应当是保证人明知被保证人违反了规定|D. 如果保证人不明知被保证人违反应当遵守的规定，公安机关查证属实后，不得对保证人处以罚款",A,"💡 记忆技巧：保证人罚款需‘明知’或‘应知’，不是‘只要’。"
354,single,"下面关于人民检察院、人民法院决定取保候审的案件，对取保候审的办理符合法律规定的是（）。","A. 由执行取保候审的公安机关根据案情，决定采取保证人或交纳保证金的取保方式|B. 负责执行的县级公安机关收到法律文书和有关材料后，应当指定犯罪嫌疑人、被告人居住地派出所执行|C. 被取保候审人、保证人违反应当遵守的规定的，由执行地派出所决定没收保证金或者对保证人罚款，并将执行情况及时通知原决定取保候审的机关|D. 人民法院、人民检察院作出解除、变更取保候审决定的，公安机关应当制作解除取保候审和退还保证金的决定书",B,"💡 记忆技巧：法院/检察院决定取保，公安收到文书后指定居住地派出所执行。"
355,single,"关于保证金的收取和管理，下列说法错误的是（）。","A. 取保候审保证金由县级以上执行机关统一收取和管理|B. 没收保证金的决定，应当由县级以上执行机关作出|C. 退还保证金的决定，应当由县级以上执行机关作出|D. 县级以上决定机关应当委托银行代为收取和保管保证金",D,"💡 记忆技巧：保证金存入银行专户，但‘决定机关’不能直接说‘委托银行代为收取’。"
356,single,"对于有下列哪一情形的犯罪嫌疑人，公安机关可以决定取保候审？（）","A. 抢劫致人重伤后投案，采取取保候审不致发生社会危险性的|B. 应当逮捕的犯罪嫌疑人患有严重疾病的|C. 正在怀孕或者是哺乳自己孩子的妇女|D. 案件移送起诉到检察机关后，检察机关办案期限届满，需要取保候审的",B,"💡 记忆技巧：应当逮捕+严重疾病/怀孕哺乳=可以取保。A严重暴力犯罪一般不考虑取保。"
357,single,"甲因涉嫌盗窃罪被逮捕。经其聘请的律师申请，公安机关同意对甲取保候审。公安机关应当（），办理变更手续。","A. 报请原批准逮捕机关审批|B. 报请原批准逮捕机关备案|C. 通知原批准逮捕机关|D. 要求原批准逮捕机关撤销逮捕决定",C,"💡 记忆技巧：逮捕变取保，公安应‘通知’原批准逮捕的检察院。"
358,single,"对于取保候审案件，以下哪种情况公安机关需要解除取保候审？（）","A. 案件移送到人民检察院，人民检察院决定重新取保候审的|B. 案件移送到人民检察院后，人民检察院决定逮捕的|C. 取保候审后被批准逮捕的|D. 不够追究刑事责任转为治安处罚的",D,"💡 记忆技巧：不够追刑责转为治安处罚，原取保候审应解除。"
359,single,"胡某因涉嫌盗窃被公安机关逮捕后，到审判阶段，人民法院依法决定对胡某取保候审，公安机关释放胡某后，（）。","A. 可以通知原批准逮捕的人民检察院|B. 应当通知原批准逮捕的人民检察院|C. 不必通知原批准逮捕的人民检察院|D. 应当通知决定逮捕的人民法院",B,"💡 记忆技巧：法院决定取保，公安释放后应‘通知’原批准逮捕的检察院。"
360,single,"我国《刑事诉讼法》规定，监视居住的时间最长不得超过（）。","A. 1个月|B. 3个月|C. 6个月|D. 12个月",C,"💡 记忆技巧：监视居住最长6个月。"
361,single,"被监视居住的犯罪嫌疑人未经允许不得离开（）。","A. 犯罪嫌疑人的住处或居所|B. 犯罪嫌疑人居住的市|C. 公安机关指定的地区|D. 犯罪嫌疑人居住的镇",A,"💡 记忆技巧：监视居住不得离开‘住处/居所’（无固定住处才指定居所）。"
362,single,"可以适用监视居住的对象是（）。","A. 应当逮捕，患有一般疾病的犯罪嫌疑人|B. 已被拘留，证据不符合逮捕条件的犯罪嫌疑人|C. 应当逮捕的，哺乳自己已满1周岁的婴儿的妇女|D. 已被逮捕，患有严重疾病，但有严重社会危险性的犯罪嫌疑人",B,"💡 记忆技巧：拘留后证据不符合逮捕条件，可监视居住。"
363,single,"公安机关在案件侦查过程中，对（）可以依法先行拘留。","A. 现行犯或者重大嫌疑分子|B. 被告人|C. 可疑人员|D. 与案件有关的人员",A,"💡 记忆技巧：先行拘留适用于‘现行犯’或‘重大嫌疑分子’。"
364,single,"拘留犯罪嫌疑人，应当填写《呈请拘留报告书》，经（）批准，签发《拘留证》。","A. 派出所所长以上公安机关负责人|B. 县级以上公安机关负责人|C. 人民检察院|D. 人民法院",B,"💡 记忆技巧：拘留证由‘县级以上公安机关负责人’批准。"
365,single,"以下哪项措施不需要县级以上公安机关负责人批准？（）","A. 提请审查批准逮捕期限延长至1至4日|B. 对不讲真实姓名、住址，身份不明的犯罪嫌疑人，拘留期限至查清身份起计算|C. 拘留后不予通知家属或单位|D. 看守所签发《释放证明书》",D,"💡 记忆技巧：释放由看守所办理，不需县以上负责人批准。"
366,single,"下列不符合先行拘留条件的是（）。","A. 在场目睹的证人指认其实施抢劫|B. 在其身上发现有大量毒品|C. 在其身上发现5盘黄色光碟|D. 在其身上发现有假钞模版及大量假钞",C,"💡 记忆技巧：黄色光碟不构成犯罪（可能行政违法），不属先行拘留条件。"
367,single,"蒋某因涉嫌受贿罪被公安机关执行逮捕，应该将蒋某被逮捕的情况通知蒋某家属的机关是（）。","A. 决定逮捕的人民检察院|B. 执行逮捕的公安机关|C. 负责羁押的看守所|D. 人民检察院和公安机关都有义务",A,"💡 记忆技巧：谁决定逮捕，谁负责通知家属。"
368,single,"以下行为应当认定刑事拘留中的多次作案的是（）。","A. 赵某在1年内在不同时间、地点盗窃作案3起，总价值人民币5000元|B. 解某一夜之间，在城区某一地段拦截路人，抢劫作案3起|C. 魏某在3年内，盗窃作案5起|D. 王某在3年内，盗窃自行车一辆，诈骗其朋友手机一部的同时又窃得其现金3000元",A,"💡 记忆技巧：‘多次作案’要求2年内3次以上，且每次单独构成犯罪。A符合。"
369,single,"关于流窜作案、结伙作案和多次作案，以下理解正确的是（）。","A. 流窜作案、结伙作案和多次作案是拘留期限延长至30日的必要条件|B. 甲县人窜至乙县作案必定构成流窜作案|C. 结伙作案必定构成共同犯罪|D. 只要被抓获前作案两次以上的就构成多次作案",A,"💡 记忆技巧：三类情形可延长拘留至30日。B错在‘必定’（需跨市县且居住地作案）；C错在‘必定’（可能不构成犯罪）；D错在‘两次’，需三次以上。"
370,single,"关于拘留后通知家属或单位，以下说法正确的是（）。","A. 拘留期间无法通知被拘留人家属或单位的，无法通知情形消失后，可等到犯罪嫌疑人被逮捕后一并通知|B. 需要延长拘留期限的，办案单位应当在期限届满后24小时内制作《呈请延长拘留期限报告书》，报县级以上公安机关负责人批准|C. 对被拘留人是否通知家属或单位，由其同案犯决定|D. 案件是否涉密及复杂程度不影响拘留后通知家属或单位",D,"💡 记忆技巧：D正确，通知家属是义务，除非有碍侦查或无法通知。"
371,single,"以下关于拘留通知家属或单位的说法正确的是（）。","A. 不予通知的，需经办案部门负责人批准|B. 犯罪嫌疑人要求不予通知的可以不予通知|C. 在24小时内未予以通知的，应当在《拘留证》上注明原因|D. 24小时内没有通知的，待情形消除后，应立即通知被拘留人家属或单位",D,"💡 记忆技巧：有碍侦查/无法通知情形消除后，立即通知。"
372,single,"对于被刑事拘留的人，公安机关应当在拘留后（）内进行讯问。","A. 12小时|B. 24小时|C. 36小时|D. 48小时",B,"💡 记忆技巧：拘留后24小时内讯问。"
373,single,"一起故意伤害案中，被害人头部受伤。公安机关派法医对被害人进行了伤情鉴定。由于被害人被打后精神恍惚，父母带其到省级人民政府指定的医院对伤害情况及精神状况进行了检查，并由医院出具了伤害情况和精神状况诊断书，本案中，哪些属于证据种类中的鉴定结论？（）","A. 医院出具的伤情诊断书|B. 法医出具的伤情鉴定书|C. 医院出具的精神状况诊断书|D. 医院出具的伤情诊断书、精神状况诊断书和伤情鉴定书",B,"💡 记忆技巧：鉴定结论必须由‘鉴定人’出具。医院诊断书是书证，不是鉴定意见。"
374,single,"对管辖（）的刑事案件，可以由共同的上级公安机关指定管辖。","A. 有争议或者情况特殊|B. 有争议|C. 情况特殊|D. 不明确",A,"💡 记忆技巧：‘有争议’或‘情况特殊’，可指定管辖。"
375,single,"对管辖不明确的刑事案件，可以由（）管辖。","A. 有关公安机关协商确定|B. 最先受理的公安机关|C. 主要犯罪地的公安机关|D. 有关公安机关共同的上级公安机关指定",A,"💡 记忆技巧：管辖不明确，‘协商’确定。协商不成的指定。"
376,single,"我国《刑事诉讼法》规定，各级公安机关在自己管辖的地区以内，可以直接发布《通缉令》；超出自己管辖的地区，应当报请（）发布。","A. 上一级公安机关|B. 有权决定的上级机关|C. 公安部|D. 省级人民政府",B,"💡 记忆技巧：超出管辖范围，报请‘有权决定的上级机关’发布。"
377,single,"某市某区人民检察院原检察长陈某从1996年起与其妻王某感情不和，矛盾不断加深，到2005年9月，陈某决意杀死王某，遂寻机下毒将王某杀死。此案应由（）立案侦查。","A. 公安机关|B. 国家安全机关|C. 人民检察院|D. 监察部门",A,"💡 记忆技巧：故意杀人案（非职务犯罪），无论嫌疑人身份，都由‘公安机关’侦查。"
378,single,"公安机关在侦查某甲盗窃案中发现某甲的犯罪已过追诉时效期限。对此应当（）。","A. 撤销案件|B. 不起诉|C. 终止审理|D. 宣告无罪",A,"💡 记忆技巧：侦查阶段发现已过追诉时效，‘撤销案件’。"
379,single,"某共同犯罪案件，主犯李某住甲地，实施犯罪行为在乙地，同伙王某和陈某分别住丙地和丁地，此案原则上应由（）公安机关管辖。","A. 甲地|B. 乙地|C. 丙地|D. 丁地",B,"💡 记忆技巧：刑事案件由‘犯罪地’管辖。"
380,single,"公安机关在侦查过程中，发现不应当对犯罪嫌疑人追究刑事责任的，可以作出（）的决定。","A. 移送人民检察院处理|B. 撤销案件|C. 作出不起诉决定|D. 要求人民检察院撤销案件",B,"💡 记忆技巧：侦查阶段，公安机关可‘撤销案件’。"
381,single,"对于几个公安机关都有权管辖的刑事案件，应当（）。","A. 由最初受理的公安机关管辖|B. 由最后受理的公安机关管辖|C. 由上级公安机关指定管辖|D. 移送上级公安机关管辖",A,"💡 记忆技巧：多个都有管辖权，‘最初受理’的管辖。"
382,single,"划分地域管辖的最主要依据是（）。","A. 犯罪地|B. 被告人居住地|C. 最先受理地|D. 被害人居住地",A,"💡 记忆技巧：‘犯罪地’原则。"
383,single,"下列案件中属于公安机关管辖的是（）。","A. 贿赂案|B. 国家工作人员渎职案|C. 贪污案|D. 组织、容留妇女卖淫案",D,"💡 记忆技巧：ABC是监察委/检察院管辖。D是公安管辖。"
384,single,"下列案件属于公安机关管辖的是（）。","A. 骗取出口退税案|B. 受贿案|C. 私分国有资产案|D. 徇私舞弊不征、少征税款案",A,"💡 记忆技巧：骗取出口退税是公安管辖的经济犯罪。"
385,single,"国家机关工作人员利用职权实施的刑讯逼供犯罪案件，依法立案侦查的机关是（）。","A. 公安机关|B. 人民检察院|C. 人民法院|D. 监察部门",B,"💡 记忆技巧：刑讯逼供是‘检察院’管辖的渎职犯罪。"
386,single,"某国有公司直接负责的主管人员甲，在签订一份商业合同的过程中，因严重不负责任而上当被骗，致使国家利益遭受重大损失。这一案件，应由哪一个机关直接受理？（）","A. 应由公安机关立案侦查|B. 应由人民检察院立案侦查|C. 应由人民法院直接受理|D. 若案件事实清楚，由人民法院直接受理，否则由公安机关立案侦查",A,"💡 记忆技巧：国有公司人员失职被骗罪，属于公安机关管辖的经济犯罪。"
387,single,"几个公安机关都有权管辖的刑事案件，由最初受理的公安机关管辖。必要时，可以由（）管辖。","A. 犯罪嫌疑人户籍所在地公安机关|B. 犯罪嫌疑人居住地公安机关|C. 主要犯罪地的公安机关|D. 犯罪嫌疑人经常居住地公安机关",C,"💡 记忆技巧：最初受理优先，必要时可移送‘主要犯罪地’。"
388,single,"刘某因组织卖淫被公安机关抓获，这时刘某已怀孕4个月，公安机关对其（）。","A. 应当逮捕|B. 应当取保候审或者监视居住|C. 可以取保候审或者监视居住|D. 不应当采取强制措施",C,"💡 记忆技巧：怀孕妇女符合逮捕条件的，‘可以’取保/监视居住。"
389,single,"涉嫌杀人的习某被公安机关抓获后，住同一小区的黄女士在向公安机关提供证言时说：由于她本人与习某有不正当性关系，因此她在某次与习某一起过夜时，听习某讲了他如何杀害被害人的事情。黄女士向公安机关提供的这段证言属于（）。","A. 案件线索，而不是证据|B. 书证|C. 直接证据|D. 间接证据",C,"💡 记忆技巧：直接证据 = 能单独直接证明主要事实的证据。‘听习某说杀人’直接证明犯罪，是直接证据。"
390,single,"取保候审保证金应由犯罪嫌疑人或者其亲友、法定代理人、单位向（）交纳。","A. 县级以上公安机关|B. 人民检察院|C. 人民法院|D. 县级以上公安机关指定的银行专户",D,"💡 记忆技巧：保证金存入‘指定银行专户’，不是直接交给公安。"
391,single,"没收保证金的决定，应当由（）作出。","A. 县级以上公安机关|B. 县级以上人民检察院|C. 县级以上人民法院|D. 县级以上人民政府",A,"💡 记忆技巧：没收保证金由‘县级以上公安机关’决定。"
392,single,"下列表述正确的是（）。","A. 保证人保证和保证金保证可以同时并用|B. 保证人保证和保证金保证不能同时并用|C. 有保证人担保的，可以允许缴纳少量保证金|D. 不能提出保证人担保的，不得取保候审",B,"💡 记忆技巧：人保和财保‘不能并用’，只能二选一。"
393,single,"取保候审的期限最长不得超过（）个月。","A. 3|B. 6|C. 9|D. 12",D,"💡 记忆技巧：取保候审最长‘12个月’。"
394,single,"无权决定对犯罪嫌疑人或被告人取保候审的是（）。","A. 人民法院|B. 人民检察院|C. 县级以上政法委|D. 县级以上公安机关",C,"💡 记忆技巧：公检法三机关有权决定取保，政法委无权。"
395,single,"根据我国《刑事诉讼法》的规定，下列情形中不符合取保候审、监视居住条件的是（）。","A. 可能判处管制、拘役或者独立适用附加刑的|B. 可能判处有期徒刑以上刑罚，采取取保候审、监视居住，不致发生社会危险性的|C. 应当逮捕但患有疾病的犯罪嫌疑人|D. 应当逮捕的犯罪嫌疑人是正在怀孕、哺乳自己未满1周岁的婴儿的妇女",C,"💡 记忆技巧：C漏了‘严重’二字——应当是‘患有严重疾病’。"
396,single,"关于取保候审，下列说法正确的是（）。","A. 为了加强保证效果，在被取保人交纳保证金的基础上，还可以要求其提出保证人|B. 对同一犯罪嫌疑人，不得同时责令其提出保证人和交纳保证金|C. 对犯罪嫌疑人取保候审的，应当责令其写出《保证书》|D. 对犯罪嫌疑人取保候审的，应当责令其写出《悔过书》",B,"💡 记忆技巧：人保财保‘不得同时使用’。"
397,single,"不属于取保候审保证人必须符合的条件是（）。","A. 与本案无牵连，且有能力履行保证义务|B. 必须懂得一定的法律知识|C. 享有政治权利，人身自由未受到限制|D. 有固定的住处和收入",B,"💡 记忆技巧：保证人不要求‘懂法律知识’。"
398,single,"不属于保证人应当承担的保证义务是（）。","A. 监督被保证人遵守取保候审期间的相关规定|B. 发现被保证人可能发生违反规定的行为，及时向执行机关报告|C. 发现被保证人已经发生违反规定的行为，及时向执行机关报告|D. 教育被保证人改邪归正",D,"💡 记忆技巧：保证人的义务是‘监督+报告’，没有‘教育改造’义务。"
399,single,"采取保证金形式取保候审的，保证金的起点数额应为（）。","A. 500元|B. 1000元|C. 3000元|D. 5000元",B,"💡 记忆技巧：保证金起点‘1000元’。"
400,single,"甲县人民检察院对该县犯罪嫌疑人王某决定取保候审，由（）执行。","A. 甲县公安局|B. 犯罪嫌疑人王某居住地派出所|C. 甲县人民检察院|D. 犯罪嫌疑人王某所在居（村）民委员会",B,"💡 记忆技巧：取保候审由‘居住地派出所’执行。"
401,single,"在取保候审、监视居住期间，（）中断对案件的侦查、起诉和审理。","A. 可以|B. 应当|C. 不得|D. 视案件情况可以",C,"💡 记忆技巧：取保/监视居住期间，‘不得’中断侦查、起诉、审理。"
402,single,"下列可以适用取保候审、监视居住的对象是（）。","A. 应当逮捕，但患有一般疾病的犯罪嫌疑人|B. 已被拘留，但证据不符合逮捕条件的犯罪嫌疑人|C. 应当逮捕的，但哺乳自己已满1周岁的婴儿的妇女|D. 已被逮捕，但患有严重疾病，且有社会危险性的犯罪嫌疑人",B,"💡 记忆技巧：拘留后证据不足，可取保/监视居住。"
403,single,"下列人员中，可以取保候审的是（）。","A. 应当依法逮捕但随身带有儿童的妇女|B. 犯罪证据充分但被公安机关依法拘留的人|C. 应当依法逮捕但患有严重疾病的人|D. 犯罪事实清楚有严重社会危险性的人",C,"💡 记忆技巧：应当逮捕+严重疾病，可以取保。"
404,single,"某市政府机关工作人员张某，因涉嫌犯间谍罪被国家安全机关立案侦查，后被依法采取强制措施。下列说法正确的是（）。","A. 本案应由公安机关立案侦查|B. 本案应由人民检察院立案侦查|C. 对王某的取保候审应由国家安全机关执行|D. 对王某的取保候审应由公安机关执行",C,"💡 记忆技巧：国安机关立案的案件，取保由‘国安机关’执行。"
405,single,"公安机关在取保候审、监视居住期间将案件移送审查起诉后，是否需要重新办理取保候审、监视居住手续或者变更强制措施，由（）决定。","A. 公安机关|B. 受案的人民检察院|C. 受案的人民法院|D. 公安机关或受案的人民检察院",B,"💡 记忆技巧：移送审查起诉后，是否重新办理由‘检察院’决定。"
406,single,"吴某因涉嫌受贿被检察机关决定取保候审，下列说法正确的是（）。","A. 该取保候审应当由公安机关执行，保证金由检察机关收取|B. 该取保候审应当由公安机关执行，保证金由公安机关收取|C. 该取保候审应当由检察机关执行，保证金由检察机关收取|D. 该取保候审应当由检察机关执行，保证金由公安机关收取",B,"💡 记忆技巧：取保统一由‘公安’执行，保证金统一由‘公安’收取。"
